idx,transcript,annotated,donated
677,"Persuader: Hi! How're you?
	Persuadee: I am doing well, how are you?
Persuader: I honestly can't complain too much, not too much going on
	Persuadee: Are you excited for Labor Day coming up?
Persuader: Oh yes, I can't wait for a day off you?
	Persuadee: Yeah it should be good, my boss just told me she's giving us Friday off too so it's a nice 4 day weekend.
Persuader: That's perfect, quick question, have you heard of the charity Save the Children?
	Persuadee: No I've never heard of it before
Persuader: Basically it's a charity that is helping impoverished children across the world, but especially recently in Myanmar receive adequate shelter and supplies 
	Persuadee: What kind of supplies?
Persuader: Hygiene supplies such as toothbrushes, sanitary pads, bandages, soap, diapers as well as emergency shelter tents 
	Persuadee: Oh, well that's nice
Persuader: Yes, they also purchase farm animals for the families so that they may begin to rebuild. In addition 86% of all of their funding is actually being spent on supplies for these individuals which is astounding
	Persuadee: That's unique, I don't know if I've ever heard of a charity that gave families their own animals
Persuader: Yeah, it surprised me too, I never really thought about how much some families really need farm animals before for food, labor and transportation
	Persuadee: People don't really think much about the value of farm animals in general, I think
Persuader: I think that's true. Would you possibly like to donate some of your task earnings to Save the Children today?
	Persuadee: No, I don't think so.
Persuader: Okay, well if you decide you would like to donate any of your earnings from this task, you can choose any amount from $0 all the way to $2. The research team will collect all the donations and send it to Save the Children
	Persuadee: Well thank you for letting me know, but I'm going to stick with $0 for today.
Persuader: Okay, thank you for your time",False,0.0
678,"Persuader: Hello, how are you today? Have you ever heard of Save the Children?
	Persuadee: No, I have not heard of save the children. What is that? 
Persuader: Save the Children is an organization that helps children all around the world that are in need. Where are you from?
	Persuadee: That sounds like a nice organization! Do you know who founded the organization? I am from the United States. 
Persuader: The Save the Children Fund was founded in London, England, on 15 April 1919 by Eglantyne Jebb and her sister Dorothy Buxton as an effort to alleviate starvation of children in Germany and Austria-Hungary during the Allied blockade of Germany of World War I which continued after the Armistice. Today they work to help in health, education, protection, hunger and livelihood, crisis management, and advocacy for children around the world. Which of those sounds the most interesting?
	Persuadee: Wow, I did not know that they did so much for the children! I honestly am not sure which is the most interesting because honestly they are doing so much goodness in the world. I love that they are making a difference in the young generation. It's interesting that it started during WWI and is still going today. Where are you from ? 
Persuader: I am also from the United States, in South Carolina. I live in a rural town and many of the families around here are poor and have been poor for a long time. One of the major reasons for poverty is a lack of education, even from a very young age. Do you have any interest in doing your part to help out these children to help them rise from poverty?
	Persuadee: SC is beautiful, although I have never been there.  I agree that lack of education can cause poverty, and it is a sad thing. Do you think it is hard for certain groups to get out of the poverty line? To me it seems when individuals are born into poverty because parents lack of education, thus leading to their own, it is kind of like a circle. do you believe this as well? I am interested in how I can help these children.
Persuader: Yes exactly! In America, more than 1 in 5, grow up in poverty. In rural America, that number jumps to 1 in 4. Save Our Children reached 638,000 kids 2016 through their programs! This is a good start, and you can help to do more. In this HIT, you are able to donate a portion of your $2 earnings to save the children. The researchers will collect the donations from the chat-logs and send them to Save the Children! Would you like to hear more about the education programs or any other programs before you decide how much to donate?
	Persuadee: Wow, I did not even know the specifics of that statistic. I am wondering how much of my donation would go directly to the program, as I know that there are some sketchy organizations out there that pocket the money. Would my donation be split up between different areas of the organization, like some going to education, others to food drives, etc? 
Persuader: Save or Children is actually one of the good ones! Nearly 90% of every dollar you give goes straight to our mission _ helping children grow up healthy, learning and safe. This percentage is adjusted each year end _ as of 2017, it is 86%. The rest? Save our Children uses it to support the mission _ running our programs and raising funds to help more children. The funds would be split to different programs they run that support the mission. Should I tell you about some other programs in the mission?
	Persuadee: Yeah, I would like to hear about the programs, what are some of them? 
Persuader: One example is Syria. After 7 years of war, Syria is now the #1 most dangerous country to be a child. ""There is no food and we can\'t go outside. the planes are bombing,"" says a terrified child. ""One of my friends died in front of me - and I saw the blood,"" cries another. According to a boy in besieged Eastern Ghouta, ""It feels like the end of the world."" Save the Children provides lifesaving services and supplies. They tend to children\'s physical and psychological needs and set up places for children in crisis to learn and play.
	Persuadee: Yes, I know about the atrocities happening in Syria right now, and how much it is affecting the children. I honestly can't even imagine going through that, let alone as a child. Even though I myself am not syrian, or know any syrians, it makes me eternally grateful that there are services going to the mental well-being of the children and that is even being considered, because I feel like mental issues tend to get pushed aside. 
Persuader: Yes and you can help for less than the price of a cup of coffee! Despite extreme humanitarian challenges, Save the Children has helped 2.5 million people in Syria, including 1.7 million children. This is just one of the many amazing programs that Save the Children does around the world. Do you think you would like to make a donation today?
	Persuadee: Okay one last question, where does the other 10% go, if 90% goes to the actual organization? 
Persuader: Well it all goes to the organization, the way that they use the money about 90% goes to funding programs in rural America, Syria, etc...and 10% goes to the running costs of events, administrative costs, etc... which also - even if a little indirectly - help further their mission. How much would you like to give? You can give any amount up to $2 out of your HIT reward
	Persuadee: I am going to give .50 out of my $2. I hope you understand. 
Persuader: Ok thank you for your donation of $0.50! Taking a bit out of your mturk earnings to do some good in the world!
	Persuadee: Yeah! I guess it is something, and thank you! 
Persuader: It was a pleasure talking to you, and thank you for your work. I am going to end the chat now.",False,0.5
679,"Persuader: Hello how are you today?
	Persuadee: Hi, good thanks. How about you?
Persuader: Good thank you for asking, have you ever donated to charity?
	Persuadee: I have, many times actually!
Persuader: Great, have you heard of the Save the Children Charity?
	Persuadee: I'm not sure. The name sounds vaguely familiar. 
Persuader: Okay, let me inform you. Save the Children is a foundation that helps children all across the world. There are many children that are in major need of help. 
	Persuadee: Oh, nice. What kind of things do they for kids?
Persuader: Helps feed, clothe and provides shelter for children who are in need. Millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. 
	Persuadee: So the charity helped the Syrian children?
Persuader: Oh yes and others all over the globe. Would you donate to this charity today?
	Persuadee: Yeah, maybe so. Can i donate part of the $0.30 from this HIT or do I have to go to their website?
Persuader: You can donate the $0.30 form this hit every penny helps. 
	Persuadee: Okay, sounds good. If you don't mind, I'll donate half, so how about $0.15?
Persuader: Okay that is great. We appreciate your donation. Knowing that you are willing to help says a lot. 
	Persuadee: No problem. Sorry it's not more. Do you know how I donate? Do I need to fill in a form or something?
Persuader: Like I stated before every penny helps thank you. The donation will be deducted from your pay for this hit. No forms, no sign ups.
	Persuadee: Simple enough. Thanks so much for telling me about the Charity!
Persuader: Your welcome have a nice day.
	Persuadee: Hey thanks. You too!",False,0.15
680,"Persuader: Hello there. What do you think of children?
	Persuadee: mine are a pain most of the time
Persuader: Haha, it was quite the adjustment for me and my wife once we had our baby daughter. Worth it though. How old are your kids?
	Persuadee: 22,6, and 2. and yours?
Persuader: Wow, that's quite the range. We just have one, she's only half a year old.
	Persuadee: very nice, they're actually fun at that age.  I've basically had 2 different adult lives.
Persuader: Yeah, we're not looking forward to the teenage years but we hope to keep a good relationship with her so she doesn't totally rebel.
	Persuadee: All 3 of mine are girls, my 2 cats are girls, and plus my wife.  I'm looking to find some sort of male presence in my house.  Maybe I should get a dog.
Persuader: Dang, defying the odds there with three girls. I've always wanted a dog but we're pretty tight on money plus the apartment we live in doesn't allow pets unfortunately.
	Persuadee: We just moved into a bigger house so when they are teenagers I won't have to fight for a bathroom
Persuader: That must be nice. Flip the toilet paper the way you want, leave the seat up etc. I wish we could afford a house but it's too expensive where we live.
	Persuadee: They are pretty affordable here right now, but the market is climbing.  With rising interest rates it'll make it even harder.  This will be the last time I move until I retire though.
Persuader: Putting down roots, eh? Say, what would you think of a donation to  URL  Not everyone is as fortunate as us and I'm planning to donate $1 to them as part of this HIT.
	Persuadee: nope, I'm very generous with my donations but I'm not willing to give to organizations that have top heavy costs.
Persuader: That's too bad, though I get what you're saying. Is there anything I could say to change your mind? I don't think  URL as that much overhead.
	Persuadee: No, I have my preferred charities and they are not on my list
Persuader: I understand. It's good to do your research and at least you're not sitting idly by and being part of the problem.
	Persuadee: My church has had great success with 99.4% going to the needy.
Persuader: Yeah, while I'm not religious myself, churches can do a lot of good for their local communities.
	Persuadee: There are a lot of good organizations out there, I just hope people do their research before donating time and money.",False,0.0
681,"Persuader: Hello
	Persuadee: hello
Persuader: Would you like to donate a partial or full amount of your payment from this task to Save the Children. Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
	Persuadee: how much of the money is put to work?
Persuader: All of the money you choose to donate will go to the charity. Donating any amount will make a difference, every little donation adds up! You can choose to donate any amount from $0 to all your payment from this task.
	Persuadee: how much % of the money that goes to the charity is overhead that will be absorbed and not given to children?
Persuader: Save the Children is a nonprofit. 0% of the donations are used to profit the organization or anyone working for the organization. All donations are used to benefit the children, both directly and indirectly (such as advertisement to help garner more donations). 
	Persuadee: how does the operation afford staff?
Persuader: Staff are volunteers. They also donate their own time and resources
	Persuadee: in which regions are the donations applied?
Persuader: Save the Children provides support to children in need in 120 countries. For more info:  URL s/what-we-do/where-we-work
	Persuadee: what is a recent successful program?
Persuader: A recent successful result came from 2017 from a program in Malawi to help save newborn lives. Health experts trained 1,700 frontline health workers, and they, in turn, cared for 379,000 babies, including successfully resuscitating 19,000.
	Persuadee: how long has STC been around?
Persuader: Save the Children was launched in 1919
	Persuadee: does it do any work in the USA?
Persuader: Yes, Save the Children also provides aid to children in poverty in the US through education, protection, and emergency programs.
	Persuadee: in all 50 states?
Persuader: Yes, but with focus on communities with substantial poverty.
	Persuadee: can i direct my money?
Persuader: You can sponsor a specific child in the US or other countries. ",False,0.0
682,"Persuader: Hi there! Can I tell you about a charity important to me?
	Persuadee: i suppose
Persuader: My favorite charity is Save The Children.  Have you heard of them?
	Persuadee: is this crowdfunding, yes i have heard of them
Persuader: Well hopefully I can convince you to donate to them..even if it's just 25 cents.  They make sure children have access to health resources, education and a safe environment.  Can you imagine living in extreme violence?
	Persuadee: if they are so important what about the killing of babies thru abortion.
Persuader: That's a serious issue too, but this charity focuses on children that have been born.  Did you know that in Syria, 1,000 children were killed in just the first two months of 2018?
	Persuadee: i would not doubt that all. sorry i have too keep my money, i am very poor man
Persuader: what is great about this donation is you can donate a portion of your earnings from this conversation...any little bit will help.
	Persuadee: this is my full time job and i depend on every penny from it. So no
Persuader: I understand but these children have even less than us.  This is your chance to do some good.  Can you try to even donate 1 cent?
	Persuadee: i said I do this for a living. What I give away takes food from my mouth. You have plenty of rich people out there
Persuader: Everyone can help.  All of us should be in this world together.  I agree that rich people have more to give, but can't those of us with very little also help in a way? Would you rather donate your time?
	Persuadee: i cant do that either. I am semi-crippled with very bad feet. i can walk but that is all can do. I cant stand very long
Persuader: I'm sorry to hear you are having a hard time.  I have hard circumstances too, but I know there are millions of children that are worse off.  I feel like I do some good by even just being willing to give a penny when I can.
	Persuadee: take your penny then
Persuader: are there any charities that you favor?
	Persuadee: save the children but hurt me
Persuader: I think you can help Save the Children but also help yourself by knowing you are helping others, even during your low times.
	Persuadee: i have my own low times. constant pain in my feet
Persuader: hope things get better for you!",False,1.0
683,"Persuader: Hi! How are you?
	Persuadee: Great! How are you?
Persuader: I'm good. So, do you like charity?
	Persuadee: Charity, as in the act of donating? Or Charity, the woman who lives nearby?
Persuader: Charity, as in the act of donating. I\'m thinking about an international non-governmental organization called ""Save the Children"". It\'s really sweet!
	Persuadee: Oh, yes! I run a couple of annual events for charity. Save the Children sounds like a good name. What do they do, where and how long have they been around?
Persuader: They contribute to children's rights to health, education, and safety. They focus in places where children are often neglected, like third-world countries, or inner-cities which are overpopulated. They've been around a long time from what I know, at least the past ten years. I recently just started donating to them.
	Persuadee: That's pretty great. I grew up in the inner city. There were some rough times, for sure. How often do you donate?
Persuader: I donate monthly, just a small donation of $5, and if you'd like to, you can donate through this chat right now! You can donate any portion of your payment from $.01 to $2! Think of it like all of these mTurk surveys. Just a cent. Eventually they add up! You can donate any portion of your payment for this task or HIT or whatever you'd call it! Think of it as your quick little helping hand.
	Persuadee: Sounds easy. Are they a 501c3? Can you give me a website for more info?
Persuader: Yes they are! Here is the website -  URL  It truly is a great organization.
	Persuadee: oh wow. great site with great information. They look like they're doing great work. I especially like that 86% of their money goes to help!
Persuader: It's always nice knowing a charity is actually doing something! So would you like to donate to this charity via this chat? Every little bit counts!
	Persuadee: sure! how would I begin?
Persuader: You can choose any bit of your payment for taking this HIT or task, so anywhere from $0.01 to $2 (your max payment) and send it in a lone message through this chat. The research team will filter out your donation and subtract it from the funds! It's that easy!
	Persuadee: Do I already know how much they're paying? Should I say it in percentile or actual dollar amount?
Persuader: You would use actual dollar amount in this case. For example, I would send in the next message { I would like to donate $2 towards Save the Children!}.
	Persuadee: and, final question, how do I know they actually receive it?
Persuader: The research team has guaranteed me that they are working in conjunction with Save the Children. I can personally guarantee you that your donation is going straight to a child in need. 
	Persuadee: I would like to donate $1.72 towards Save the Children.
Persuader: Thank you so much! Your donation is so important to the lives of children everywhere. ",False,1.72
684,"Persuader: looking for donations
	Persuadee: Do you think it is important to donate to Children's CHarities?
Persuader: I think its important for you to donate.
	Persuadee: Why only me? Surely everyone should donate, yes?
Persuader: yes it is important for you to donate
	Persuadee: by ""you"" do you mean ""people in general"" ?
Persuader: yes that is true
	Persuadee: Are you a chat bot? That wasn't a yes or no question
Persuader: It wwas a yes or no question
	Persuadee: *no, not really. But fine I guess you aren't a chat bot. 
Persuader: How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.
	Persuadee: Oh so you are a chatbot. I would like to donate 0 as I'm not sure what charity the money would go to, and prefer to pick my own charity.
Persuader: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
	Persuadee: I would prefer to donate to a charity that helps children in my local area, thank you
Persuader: How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.
	Persuadee: I would like to donate 0
Persuader: I will match your donation if that helps you decide.
	Persuadee: I have decided, I would donate $0
Persuader: Children will starve.
	Persuadee: I think that is a very insensitive and sensationalist thing to say
Persuader: Some may even die because of your decision
	Persuadee: How much will YOU donate?
Persuader: I will match your donation
	Persuadee: I would like to match your donation. How much would YOU like to donate?
Persuader: I will match yours.
	Persuadee: I will donate .01
Persuader: Young babies will die because you are selfish.",False,0.01
685,"Persuader: Hello. have you ever heard about Save the Children charity?
	Persuadee: It sounds familiar.
Persuader: Save the Children is a global charity helps children in 120 countries.
	Persuadee: What kinds of support do they provide?
Persuader: Well last year alone they helped approx 155 million children globally  and helped to provide healthy start in life, the opportunity to learn and protection from harm.
	Persuadee: That sounds great.
Persuader: You can purchase a gift to send though the gift catalog ranging from medical kits to livestock or you can choose to sponsor a child. Is that something you would be interested in?
	Persuadee: Maybe. How much do the gifts cost? Would more than one person sponsor one child?
Persuader: Well there are a variety of gifts you can choose from a soccer ball at $15 to animals for an entire village for $5000. There are a ton of gifts to choose from including small livestock, bicycles, blankets, medical care, clean water kits. How much of an impact would you like to make on a child?
	Persuadee: I can't really afford to donate much, and I would like to research the charity before I make a choice.
Persuader: Of course.  Save the Children is an amazing charity. It helps children domestically as well as internationally each year. 
	Persuadee: Charity Navigator seems to agree, for the most part. Can I make a straight donation and have it go wherever it's needed?
Persuader: Well you can choose to donate right now from $0 to $2. Your donation will be deducted from your task payment. How much would you like to donate?
	Persuadee: All of it. $2
Persuader: That is so amazing of you. Rest assured that the research team will collect all donations and send it to Save the Children.  
	Persuadee: I'm glad I could help, even if it's not much.
Persuader: Every little bit helps a child in need.
	Persuadee: That's true. Have a good day.
Persuader: Thank you again. Have a great day as well.
	Persuadee: I don't know how to end the chat.",False,2.0
686,"Persuader: Hello :) how are you tonight?
	Persuadee: Im good how are doing? The weather here is fantastic
Persuader: I'm glad to hear! I'm also doing pretty well. I'm actually appealing to you to donate to Save The Children. It could come right out of your task pay, and you'd be helping charitiy
	Persuadee: Right now I can't do it. I don't make enough on here. I would love to in the future. How long have you dome mechanical turk?
Persuader: No it will come out of your payment from this task :) the research team is giving us both 2$ for doing this, at the end I will give my 2$ to Save the Children, and you should do the same. There are a lot of civil rights abuse especially for kids and this charity helps. About a week, what about you?
	Persuadee: Why are you pushing this. I do alot of physical charity work. I had a son pass away from brain cancer. This is for the few dollars I make because I can't work. Do you get what im saying now?
Persuader: Because it's important to me. I've been working with this charity for a long time. And I try to raise money for them whenever I get the chance. I'm so sorry about your son that must be incredibly difficult. 
	Persuadee: It was and still is. Im just letting you know why I can't is all. Im having a rough patch after it all and there are other pressing issues that are also at work  Anyway where in the world are you located?
Persuader: That makes sense. I just implore you to consider it. There are thousands of children dying every single month and this charity sincerely makes a difference. I'm in USA. What about you? 
	Persuadee: I am too what ill do is give a dollar of it. Thats the most and I wish I could give more than 2 dollars. I just can't. Whats the weather like where you love?
Persuader: That's amazing thank you so much for your generosity :) you seem like an extremely kind person. It's too hot, but winter is coming soon so that's good. I hate the heat maybe I'll move to the tundra. Where in the world do you live?
	Persuadee: You know what im going to give it all. Its only 2 dollars. It's not going to break the bank. Lol. Im sorry I gave you such a hard time. Its going to be 90 here and above for next 3 days. This is the first time im looking forward to winter. Lol
Persuader: Don't be sorry at all! That's very generous :) thank you for supporting this charity it's incredibly important to me. Ew that's disgusting to me, heat is so gross. It's nice but I get over it really quickly lol
	Persuadee: I saw geese flying over my house yesterday so hopefully its good news. Do you like to garden at all? I grow one every year
Persuader: That's cool! I do like gardening but I'm not very good at it. I grew some watermelon and jalapenos recently. What is your favorite part about gardening?
	Persuadee: The harvest of course. The least favorite thing is weeding. I put back mats down this year and that took care of alot of the weeds. My tomatoes got top rot because of all the rain
Persuader: Ah I see that's really cool. Not the rot. The mats though. How are you doing today? Like in general. How's life going?
	Persuadee: Its going I guess. I had back surgery a year ago and I need another ome so im pretty limited to what I can do. I still grill and enjoy my kids so thats what keeps me happy. If it wasn't for my kids and my wife I don't know how I I would be  how about you
Persuader: That's good I'm glad they're supportive of you :) I'm doing alright. Starting college in two weeks. Hoping to make a good future.
	Persuadee: Really! Congrats! What are you going to college for?
Persuader: I'm studying data science :) thank you for the chat and for your donation this was really nice. I hope your back gets even better with time. God Bless
	Persuadee: Thanks and im sure you will excell at college. It was very nice talking to you. God bless and have a good morning evening or night whatever it might be ",False,2.0
