idx,transcript,annotated,donated
283,"Persuader: Hello, how are you today? 
	Persuadee: Hi, Im doing pretty good!
Persuader: Have you ever thought of donating?
	Persuadee: Yeah plenty of times
Persuader: Have you ever heard of the Save the Children charity?
	Persuadee: Yeah its a fantastic organization that works with children
Persuader: Would you be willing to donate some of you earning from today's task to them?
	Persuadee: Yeah, i would b willing to donate $1 dollar to Save the Children charity.
Persuader: Wow, that is awesome. Thank you so much. At the end of the task it will ask you how much you would like to donate?
	Persuadee: Ok! I will donate a dollar to the organization at the end of the task
Persuader: Thank you very much. They are an amazing charity helping children all over the world including the ones right here in America
	Persuadee: Yeah I agree. It's definitely for a good cause 
Persuader: They are all ready setting up to help the children in Hawaii if the hurricane does hit them.
	Persuadee: Wow thats incredible! They are always prepared to help even before an event such as a hurricane happens.
Persuader: Did you know they have been around 100 years?
	Persuadee: No, did you know who founded the organization?
Persuader: No, I am not sure. I do love that they are there for Advocacy, Education, Emergency, and Protection.
	Persuadee: Yeah they focus on a variety of different areas to help out children
Persuader: They are on the ground in 120 countries it is so amazing
	Persuadee: Props to them for being in over 120 different countries. That is one heck of an achievement. ",False,1.0
284,"Persuader: Could you please donate all of your$2 to Save the Children?  Hunger kills millions of children worldwide ever year.
	Persuadee: No thank you, I understand that hunger kills millions of children world wide every year, however the CEO's of that company are multi billionaire entrepreneurs. 
Persuader: Save the Children has been around since 1919 qng is top rated by Charity Watch.
	Persuadee: How much of the Save the Children money, go to children in the United States?
Persuader: In fiscal year 2016, on average, 86.5% of all expenditures support program services. 86.5% is an average for all of Save the Children's programs worldwide.
	Persuadee: I don't agree with the fact that they give so much to Britians poor families, when poor families in America could use money through this charity
Persuader: What makes American children more needy?  To be honest, not having a cell phone is hardly poverty. American children are hardly in the situation that many African children are
	Persuadee: I feel that if America is going to be at the forefront of a charity...it should be helping our own...for instance, our veterans are highly under benefited and paid!!!!  Why not give to them!!!  Maybe Africa's government should do something about their needy children since this charity expects the U.S. to do something about theirs!!
Persuader: Why not be charitable to all?  $2 is hardly a sum to argue about.  17 cents can feed  child overseas.  12 kids could be fed today with that money.  Hope didn't go to Starbucks today and get a $4 coffee.  Now that's a corporate contribution.
	Persuadee: No I don't spend my money at Starbucks because they don't support gun rights...  For being an ambassador for this charity you are sure quick into bullying someone to give to this charity!!!
Persuader: I'm not being a bully. Ok, if $2 is too much, how about $1?  I'm with you on gun rights BTW.
	Persuadee: I tell you what I will feed one over sees child at .12, I take these task roles, to make money not give it away...if I wasn't living paycheck to paycheck I would not be doing them.
Persuader: I'm in the same boat.  I need the money too.  But it wouldn't hurt to give a little.  MTurk doesn't exactly pay subsistence wages.  
	Persuadee: Your right, but every little bit helps!  When you have two children and have a husband that works his butt off, and you are a college student...you have to do something to fill in the gaps
Persuader: I'm a retiree. Let's say Social Security isn't a treasure trove either.
	Persuadee: I know the boat your in too, I have grandparents that can barely make ends meet.  With what they bring in, in social security payments. 
Persuader: Despite all, I will donating a dollar.  I hope you do too.
	Persuadee: I will donate .12 and I wish my grandparents would learn how to be technical on a computer, so they could earn some money to supplement their income...like you.
Persuader: Thanks.  I appreciate it.
	Persuadee: your welcome. better luck with your next partner.",False,0.0
285,"Persuader: Hi! How are you doing today?
	Persuadee: I am good, thank you! And you?
Persuader: I am doing really good. How is the weather by you today?
	Persuadee: Rainy and a bit cold.  How do you feel about Children's Charities? 
Persuader: Yes it is rainy and cold-ish here too. I feel pretty good about charities.
	Persuadee: I was hoping you would be willing to donate to the Children's Charity - it helps sick kids with their medical costs, helps the parents stay close to them at no cost.  Do you think you could donate $1000?
Persuader: Wow! That is a lot. I have heard about all of the storms in Hawaii, and I know kids there need help. I am not sure I can give that much. How much are you willing to give?
	Persuadee: I plan to give about $100 and heard that a corporation would donate the same amount, so that would be great, wouldn't it? 
Persuader: Oh, that really would be great. I would be willing to donate. Can you take less than $1000?
	Persuadee: Sure, whatever you can afford would be absolutely amazing!!  All donations will be matched so it all adds up quickly. Would you be able to donate $500?
Persuader: I think I could donate $500. Can you make your donation a little more, or not?
	Persuadee: You know what, it is really important to help the hurricane victims so I will be happy to dig a bit deeper and donate $500.
Persuader: Oh thank you! I feel so bad about all of the children. They really are suffering. I know how hungry, and in need of medical attention they must be. I know I would be devastated if my own kids needed help. Or any of my family's kids. Do you have any kids in your family?
	Persuadee: I do have an adult child,and a grandson- so any childs need really tugs at me. And it looks like the Childrens Charity and the Hurricane Relief will help many kids, and their parents.  I am going to also add a go fund me on the internet  for the Children's Charity to try to raise more money. Is that something that you might do for Hawaii?
Persuader: Yes, Save the Children has a great website. I am going to look into what else they do. Have you looked at their site?
	Persuadee: I plan to to do that! So we have agreed that we will give $500 each to our charities. I know that will be a huge help. I thank you so much for donating to such a great cause!
Persuader: Yes. When you look at their site, you will see it is based in Ct, but they are doing great things all over. I feel really good about giving. How do you feel?
	Persuadee: I love helping anyone - especially in the US.  I am going to look into volunteering opportunities as well.  I would love to be a part of either charity. Do you actually volunteer with Save the Children?
Persuader: I have not yet. Have you?
	Persuadee: No, but our donations will be a good start! Volunteering is something I want to do very soon.  Again, thank you so much for your most generous donation and time!",False,0.0
286,"Persuader: Hello.  I have a story to share with you.
	Persuadee: Of course im hear to listen .
Persuader: I just donated to Save the Children and feel like it will be super helpful.  There was a child who died of hunger and I think my donation will help other children.  
	Persuadee: Yes i believe it most DEFINETLY will make a big impact on others lives and its amazing to see such kind hearted people like yourself do so.
Persuader: Thanks! I just read that The United Nations estimated last year 25,000 people still die of hunger daily. That means more than 9.1 million people die of hunger every year.
	Persuadee: Yes its such a sad thing to see happen myself and family are very kind hearted and feel for all the people around the world who are suffering from this , And would love to make a change and to help .
Persuader: Great to hear there are still kind hearted people to help people suffering! It makes me angry to know of so many children in danger in the world.
	Persuadee: Yes its so sad how people can go about their day and not think of those who are in great need ! Especially those who are very wealthy themselves and don't care to make a difference 
Persuader: I agree!  I certainly am not wealthy but still try to make donation as often as I can.  There are some wealthy people that are great philanthropists, but I think more people like you and I are needed to make even small donations.  Have you ever been to the Save the Children website?  URL 
	Persuadee: Yes most definitely i totally agree with you! Yes i do i actually watch a family on youtube that raises money every year live streaming for save the children and all the money they receive goes to save the children   
Persuader: You can make a donation from your incoming earning from this task to Save the Children.  Even just a small amount makes a difference? I just realized I sound like a telemarketer! Can you donate part of your payment? I think we should.
	Persuadee: As of right now i honestly would but i dont have the funds for it if their are other ways im albe to get others to donate as well and help out in any way possible i will be more then willing to do so..
Persuader: Even just a small donation helps. I will donate again if you match the amount of a snack!  Maybe .50 perhaps?
	Persuadee: of course i could do so from my paypal
Persuader: The research team will collect donations and send it to Save the Children. So we don't even need to use Paypal.
	Persuadee: oh okay then thats awsome to hear 
Persuader: Ok great!  I think we are really part of the solution this way. Especially if that story of a child who died makes you angry like me.  It's so easy we won't even miss it.
	Persuadee: Exacally if 50cents can make a differnce in someones like and i can help im all for it !!
Persuader: (Inserts high five) My good deed for the day is done! I try to do little things like this whenever I can. In fact, I'm going to match your .50 and donate a $1.
	Persuadee: wow how awsome it will really make a difference and i'm so happy we can both help to make a difference (double high five )
Persuader: Thanks for agreeing to donate! It was great talking to you and meeting someone who has a big heart like me :)
	Persuadee: Thank you For being able to be so kind hearted as well hope u have a great day and keep a smile on your face ;)
Persuader: It feels great
	Persuadee: Most definitely does  and hope it will make someone else feel 10 times just as great 
Persuader: I am glad the Researchers are helping too!  Make it a great day!
	Persuadee: Yes i didnt think that it would be this easy thats amazing 
Persuader: I have done it this way before and encourage you to do the same. Skipping my candy bar today and feeling great! 
	Persuadee: yes i cant wait to be able to do more in the future yes it does feel good to know that will be going to a much better cause 
Persuader: (one last high five before I go) I'd love to chat with you more, but I have to run off --- my coffee is brewing and waiting for me to indulge.  Take care and keep doing good!
	Persuadee: same thanks for the advice have a good one keep spreading love ",False,0.5
287,"Persuader: Hi
	Persuadee: Hello
Persuader: I'm here to talk about the charity Save the Children. It is an amazing charity and is very efficient with their funding.
	Persuadee: I think I have heard of it, but do not know that much about it aside from a general idea that they support children
Persuader: They are an international non-governmental organization that promotes children's rights, provides relief and helps children in developing countries. This is a really great opportunity for you to donate your bonus without having to actually give money out of your pocket. 
	Persuadee: If I am giving money out of my bonus, then it is kind of coming out of my pocket
Persuader: That is one way to look at it. I think that if you were going to donate at any point, this would be an easy way to do it. Or at least a portion of the bonus. Don't you think donating feels good?
	Persuadee: Donating doesn't feel good or bad for myself. It is a means to support something if I think the cause is worthwhile and I trust the charity to spend the money in a way I agree with
Persuader: That is true, the money is making a real and tangible difference regardless of how it makes you feel. I think that everyone should give a little bit here and there because it really adds up and the money can increase their quality of life likely more than it could for you.
	Persuadee: Why would you think that? You really do not know about me or my situation. The fact that we are on here working on surveys may lend to the fact we need money
Persuader: That is definitely true I can't make any assumptions about you, you could have kids to feed yourself, etc. But all I'm saying is that most of Save the Children's funding goes to third world nations, really terrible places and war-stricken areas. They just want food and water to be happy.
	Persuadee: That may be so, and the charity may do good work, I really do not know. That being said, I would rather keep my own money and donate to the charity in my local area as I see fit rather than support someone across the globe 
Persuader: Fair enough, but please consider donating even a tiny fraction of the bonus. How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.
	Persuadee: I will keep my bonus and donate $0
Persuader: Can't blame you for that at all.
	Persuadee: Good luck in convincing other's though. While I do not choose to donate, I looked up the charity and it does look to be a decent cause. I just believe in working local first and then worrying about international issues
Persuader: Makes perfect sense, it is sensible to want to help those you're familiar with. The survey should continue at this point I think.
	Persuadee: No idea, I have no button to make it progress. One other idea since I have to wait here anyway. If they really want us to give a portion of our bonus then they should probably offer a bit more of one. As it is we make less than 6 an hour if we keep the full bonus
Persuader: Yeah that was what I was thinking, the base amount is very low. I think it's waiting for 10 messages each so it should continue now. Have a good day!
	Persuadee: Thanks, you do the same",False,0.0
289,"Persuader: Hi! How is your day going?
	Persuadee: I'm doing well. How are you?
Persuader: I'm pretty good. Thanks. I wanted to let you know about the great charity I know. It's called Save the Children.
	Persuadee: I've heard of it. They do great work.
Persuader: Yes they do. They use nearly 100% of money donated to go directly to charity with very few overhead costs of their own.
	Persuadee: Pretty impressive compared to other charities.
Persuader: Yes it is. I've heard of many stories from them about how many thousands of starving children they've helped in African countries and Middle Eastern countries as well.
	Persuadee: That is great. There are a lot of organizations that help, but they are one of the bigger names.
Persuader: Have you thought about how much extra money you have around the house that you could collect and donate to Save the Children?
	Persuadee: Well honestly, I don't have as much as you would like to me too at this point. But I do donate to a very similar charity monthly.
Persuader: Well as you know you've been given some extra money that you can donate directly to Save the Children. This won't affect you at all but will really help many of those poor starving children.
	Persuadee: I know that. I am willing to donate some of the money, I do need to keep some to pay my bills and feed my kiddos too.
Persuader: Absolutely! Of course you shouldn't donate more than you can. But any small amount that you would be able to donate is always greatly appreciated!
	Persuadee: Well I would be willing to do that.
Persuader: How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2).
	Persuadee: I think 10% would be good. So 20 cents?
Persuader: That's a great decision! Thanks very much for your support. You'll get to confirm your donation on the next screen. It was great talking to you!
	Persuadee: Okay. Good to know. Thanks. Have a great night,
Persuader: Thanks :) You too!
	Persuadee: I hope the money really helps out the kids.",False,0.2
290,"Persuader: Do you like to help children out who are less fortunate?
	Persuadee: Yes I do
Persuader: There is a child right now 8000 miles away from you who is living daily with violence and no food. But we can help her.
	Persuadee: How do we help her?
Persuader: We take money that we would spend for a piece of candy or a cup of coffee and put aside for her. Just one time will make a difference for her.
	Persuadee: That sounds like a great idea! Let's do it!
Persuader: Ok. It makes me mad that so many children around the world are facing such challenges while we sit in our comfortable home with every need met. How about you?
	Persuadee: Yes, it is very disheartening. I hope that more people see the need to help others like we see the need.
Persuader: Would you like to know the charity I am talking about?
	Persuadee: Yes. Please tell me more about the charity.
Persuader: It has been around for over fifty years. It is called Save The Children. They take our money and help with safety, health, and shelter for children who need it desperately.
	Persuadee: I like the fact that they have history. Do you think 100% of our donations will go to the children?
Persuader: They keep 1% for overhead but the rest goes right to the children to better the lives of them and their family.
	Persuadee: That sounds fair. Do we know what geographic area we will be donating to?
Persuader: Yes. It is the mountainous region of Uganda.
	Persuadee: That is amazing! How can we get more people involved?
Persuader: We make a donation then we tell how good it made us feel and who we helped like Lina, the girl I was talking about.
	Persuadee: Ok. I would definitely like to donate!
Persuader: How much would you like to donate from $0 to your payment of $2?
	Persuadee: I would like to donate $2
Persuader: Ok. $2 it is. Thank you.
	Persuadee: Absolutely! It is for a good cause!",False,2.0
291,"Persuader: Hello, How are you doing?
	Persuadee: I'm doing okay, how are you?
Persuader: I am doing good. How is your day so far/
	Persuadee: It's going alright. I had class this afternoon and just turking the rest of the day.
Persuader: Okay, all I need to do is turking whole day
	Persuadee: How much money do you make turking?
Persuader: around $1500 per month
	Persuadee: Dang thats a good amount! What scripts are you running?
Persuader: And What about you how much do you earn turking.
	Persuadee: I just started the other day so I'm not sure yet. Running TO, Hourly, and HIT Scraper
Persuader: That's good to hear, I am sure you are going to earn a good amount
	Persuadee: Thanks lol, I'm trying. Does your task say something about donations?
Persuader: Yes, I can see something which relates to save the children donation.
	Persuadee: Mine just says that I can choose any amount from $0-2
Persuader: It says here that I can donate the extra gain which I earn I can donate it to the children
	Persuadee: What are you thinking about donating? I don't know if it would actually go to a foundation
Persuader: I wish to donate because that is very small amount and I am happy that I can help them at least this way
	Persuadee: I'd be willing to donate $1
Persuader: That's great<,I would also donate around $1 to $2
	Persuadee: Okay, lets each donate $1",False,0.5
292,"Persuader: Hello,
	Persuadee: Hello, how are you?
Persuader: I am well. I was wondering.....do you often donate to charity?
	Persuadee: That's great! I actually do not donate to charity often, but I believe I will in the future.
Persuader: Have you ever heard of Save the Children foundation?
	Persuadee: Yes, I have heard of the Save the Children Foundation.
Persuader: Would you be interested in donated part of your task payment directly to Save the Children?
	Persuadee: I actually am not ready to donate to the foundation yet.  I would like to find out more about it first before donating.
Persuader: Your donation is essential to help ensuring children's rights to health, education, and safety. Millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. You can learn more at  URL 
	Persuadee: Thank you so much for providing additional information about the organization, but I am not ready to donate yet. 
Persuader: Just .77 a day can help shelter a refugee family. That's less than a cup of coffee, or even your mid day snack. That .77 can change a child's life forever. Would you please reconsider?
	Persuadee: I understand, but I just need more time to do my own research about the organization and think about it. I am not ready to donate right now.
Persuader: You could make just a one time donation of your task profit today. Only .10 would change a life. Would you reconsider for only .10?
	Persuadee: Okay, I will donate .10 today.
Persuader: Thank you! Your donation is greatly appreciated and will change a child's life!
	Persuadee: You are welcome. I hope that I will be able to donate more in the future.
Persuader: I do as well. Have a wonderful day!
	Persuadee: You too! Have a wonderful day!
Persuader: Thank you very much!
	Persuadee: Thank you for taking the time to talk to me and sharing so much information about the Save The Children Foundation. ",False,0.1
293,"Persuader: Would you be interested in donating some of your payment to the charity Save the Children?
	Persuadee: I am not sure. What on Earth is Save the Children? Is it some sort of boy band?
Persuader: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
	Persuadee: Hm. Isn't this the sort of group that the government should help?
Persuader: Everything helps, and honestly they could use it more than we could. Children die of hunger everyday and your donation could help prevent that.
	Persuadee: At the moment, I'm pretty strapped for cash. In fact, I could probably use a donation!
Persuader: Well, you could donate anything from $0.01 to $2.00. Would you be willing to donate even $0.01?
	Persuadee: What would be the point of donating such a small amount? It would be better to try to find others that could donate more.
Persuader: No amount is too little unless it is nothing. Save the Children is a well established charity, so they have a large reach and it all adds up. You can check them out at their website:  URL 
	Persuadee: Where does StC do its work? I've never heard of StC. Is this a real org?
Persuader: They are a global charity, they also work in the US. You can check out their website, it is indeed a reputable organization. 
	Persuadee: Have you ever made a donation to them? Or has anyone that you know made a donation? 
Persuader: I have not, but in this instance I wouldn't mind donating. It is just a bonus.
	Persuadee: I understand that the organization needs money, like many other worthy charities trying to improve the world. But right now, it's a bit tough for me. I know that you understand.
Persuader: Well, we will just sit here going back and forth and then neither of us get the bonus? I assure you that even a penny would help.
	Persuadee: Would you be willing to donate yourself?
Persuader: Yes, of course. For all we know this is theoretical money.
	Persuadee: How much would you be willing to donate?
Persuader: I usually do half because I feel it is fair and these organizations could use it more than I could. Anything below a dollar I would consider donating. Do you ever donate to things in your personal life?
	Persuadee: No, I never donate. I don't know what organizations do with the money, how efficient they are.
Persuader: Yeah I understand that.",False,0.0
