idx,transcript,annotated,donated
903,"Persuader: Good afternoon, how is everything going?
	Persuadee: Great! How are you?
Persuader: I am doing relatively well and fine. 
	Persuadee: What kind of person are you?
Persuader: Well, I believe that overall I am good person with a great drive to do as much for people in general.  Many have said that I am a giving and kind person.
	Persuadee: What kind good things do you do for people?
Persuader: Well, I basically help individuals who are closest to me by helping the elderly with very tasks locally.  I also have a tendency to help children around my neighbor by mentoring some.  I also help with my local congregation by a Godly person as well.
	Persuadee: You sound like a very nice and charitable individual. It is a pleasure to meet you!
Persuader: Well, thank I appreciate your kindness.  I try to do right by people.  I believe in the golden rule do unto others as you have them do unto you.
	Persuadee: That is a very virtuous code to live by. I admire your morality.
Persuader: Thank you for your kindness.  I really appreciate your kind words.  It is nice to talk with you.  That brings me to one of the reasons why I am communicating with you today.
	Persuadee: I appreciate your kindness as well. What is your purpose? 
Persuader: Well, I believe in our children.  That is reason why I am a part of a cause to help children earth wide.  We are asking for any kind of monetary donation that you may have to help with the cause.
	Persuadee: I believe that helping children is a noble cause. How would my donation help these children? 
Persuader: Well, your donation would help on so many levels.  Your donation will help to the overall betterment, improved health, education, and safety of many of these children who come from a developing country.
	Persuadee: Why should I help these children? Are they not already being helped?
Persuader: Well, let me say this.  The children in these countries would like to have additional money provided because still in our modern day, it is still not enough to help.  That is one of the reasons why we are asking for more help.  There are many stories of children who have died from hunger but additional donations would be able to help to quell some of these isolated instances.
	Persuadee: That is very compelling. How much of a donation are you asking for?
Persuader: Well, any amount that you would like to offer would be greatly appreciated.  We like individuals to give from a joyful heart.  So whatever amount that you offer would be greatly appreciated and highly respected by our organization, the Save the Children fund.
	Persuadee: I have donated a lot this year to charity but I am able to spare $1 if it means helping children.",False,0.0
904,"Persuader: hi. how are you. i want to donate money.
	Persuadee: hello, I am well, how about you? and yes I agree.
Persuader: great.then you also want to donate money?
	Persuadee: Yes. So, being on topic, what social issue do you want to talk about? political controversies?
Persuader: okay. we start to talk the political issue.
	Persuadee: Yes. Have you heard about the recent problem with Donald Trump?
Persuader: yes. i hear some problems.
	Persuadee: There's a lot going on with him, such as the people are exposing his workers one by one and getting them arrested.
Persuader: okay. you like donald trump.
	Persuadee: No sadly, I do not. Do you?
Persuader: i also don't like him.
	Persuadee: Why not? What's your reasons? 
Persuader: he just like hitlar
	Persuadee: How so? Is it because he's a white supremacist?
Persuader: no.. that's not a problem. In my point he just like hitlar. what do you think of him?
	Persuadee: I think he's very racist and biased. Very judgmental and idiotic.
Persuader: okay. what about you?
	Persuadee: I would like a president that's more fair like Obama.
Persuader: i also want that kind president
	Persuadee: Yes. Someone who came from hardship and is understanding. It was great talking to you. Thank you.",False,0.0
905,"Persuader: Hello, how are you today?
	Persuadee: Great! How are you? How is your weekend going?
Persuader: Not too bad. I'm excited to be volunteering my time to raise money for a children's charity. It's called Save the Children. 
	Persuadee: that's great that you volunteer. what kind of activities do you do for the children?
Persuader: Mostly what I do is try and encourage people to donate what they can to the cause. Save the Children has been around since 1919!  The funds are used to promote children's rights, better their education and health care and also provide emergency aid in situations of natural disaster. 
	Persuadee: do you know what countries they primarily donate to?
Persuader: Actually, there a huge number of countries that are helped by Save the Children. It's an international organization. Some of the countries include the U.S., Uganda, Kenya, Peru, and Cambodia. 
	Persuadee: that is great. i heavily support organizations that help our own united states.
Persuader: Did you know that, even one year after the destruction caused by hurricane Harvey, Save the Children is still present in Texas helping children to fully recover? It's truly a blessing what they do. Money also goes to provide shelter.  Just 77 cents a day can provide shelter for a refugee family. Do you think Save the Children is a cause that you would consider donating to?
	Persuadee: wow I'm heappy to hear that. It's wild the devastation that hurricanes do.
Persuader: In 2017, 155 million children were helped. There's always more to do though. How would you feel about helping Save the Children by donating some or all of your payment from this task?
	Persuadee: i would be willing to donate 10 cents. My charitable donations budget is small because I do a great deal of donating to animal organizations. I love the italian greyhound rescue.
Persuader: Even 10 cents is helpful. Thank you! That's great that you donate to animal charities. I support PAWS Chicago too. 
	Persuadee: the snamils need our help just as much as the children do. 
Persuader: No doubt! I just heard about a country does not kill rescue animals in shelters. So every shelter they run is a no-kill shelter. Have you heard that?
	Persuadee: i didn't know about that. great to hear it! hopefully more will do the same. I have a 5k to run tomorrow for the italian greyhounds. all proceeds go to the animals.
Persuader: Good for you! Wow, that's great!  It's nice when volunteers can act in other ways in addition to giving money. Especially since not everyone has the money to give. 
	Persuadee: right. I like to donate my time in addition to money. charitable giving is a good thing to do.
Persuader: Well thank you for offering 10 cents from this task to Save the Children. I will look into your charity as well and see what I can do to help. It's been nice talking with you. Have a great weekend and good luck with the run tomorrow!
	Persuadee: great, thanks. have a nice sunday!",False,0.0
906,"Persuader: I am supposed to get you to donate some of your payment to a children's charity.
	Persuadee: Could you tell me more about the charity?
Persuader: It appears to be comething called Save the Children.  I have no other information.
	Persuadee: Where did you get that information and who specifically is the money going to?
Persuader: The information is coming from the person who provided this hit.  They don't say who the money is going to.
	Persuadee: People aren't likely to donate to charities that they know nothing about.
Persuader: Good point.  I don't like children but perhaps you do.
	Persuadee: I\'m not going to donate to some generic ""Save the Children"" charity with no information. So, do we need to chat back and forth a few for times for this to be over?
Persuader: I found some more info:   Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
	Persuadee: What's their website address?
Persuader: The address is  URL 
	Persuadee: Good to know. I'm not going to donate.
Persuader: How come you are so stingy?
	Persuadee: Are you going to donate? What is in it for you if I donate?
Persuader: I have no money.  I will feel good if you donate.
	Persuadee: I'd rather donate my time or if I do donate money, it will be to a charity that's important to me of my choosing.
Persuader: This is the only one that's available in this context.  You can donate part of your payment.
	Persuadee: I won't be donating as part of this survey.
Persuader: You certainly aren't very charitable.
	Persuadee: I appreciate you trying to get me to though. I've never been on an MTurk Hit like this.",False,0.0
907,"Persuader: You should donate to save the children
	Persuadee: It sounds great, but tell me some more information.
Persuader: It does sound great and save the children helps children in need
	Persuadee: That does sound like a good cause, I would love to donate
Persuader: Great!  Then donate away!
	Persuadee: Think I will give the 2 dollars
Persuader: You're a champion!
	Persuadee: Thank you very much, I love to help!
Persuader: Great!  That's awesome of ya
	Persuadee: I feel so good doing it too!
Persuader: You should!  You are helping worth people in need!
	Persuadee: I want to make all those kids so happy
Persuader: Yeah!  You're $2 will go a long way towards that too!
	Persuadee: I know its small amount but it really adds up man
Persuader: Yeah, totally.  It really does!  Every bit helps!
	Persuadee: Have you donated to them?
Persuader: I have several times over the course of my life.  It's a charity I believe in.
	Persuadee: Wow thats wonderful of you!
Persuader: SO I think we have an agreement.  Do you have to commit on your end?
	Persuadee: Yes I am ready to donate for sure!
Persuader: Great!  thanks and good luck turking!",False,2.0
908,"Persuader: Hi there! How are you doing tonight?
	Persuadee: Fine, thanks!  You/
Persuader: I am doing pretty good, just relaxing for the night. What about you?
	Persuadee: Hanging out with family.  Doing some work.  Nothing exciting.
Persuader: Pretty much the same here. Spending a little time looking at the news. Do you read the news pretty regularly?
	Persuadee: I read it online, all the time every day!  I like to keep informed.  A lot of times I am reading from places that I don't necessarily agree with.  I find that more interesting!  Local or National news?
Persuader: Definitely both. I have really seen a lot about kids suffering lately. I am asking for donations to an organization called Save the Children. Have you heard of them?
	Persuadee: Maybe.  It's familiar.  Tell me about them.
Persuader: They area n organization that collects donations and then is able to use 90% of the donations to help kids attain basic needs like food, clothes and shelter. I am wondering if you would donate part of today's pay? Even a donation of $0.05 can help.
	Persuadee: Maybe.  It this a local, national?  where are they helping kids?
Persuader: It's both. They help kids in the US and other countries. Have you heard about the flooding in Hawaii?
	Persuadee: Of course.  I have a friend who has had to move in recent weeks.  .05 isn\'t going to help anyone much.  I\'ll donate 1.00 of the ""pay"" for today.
Persuader: Oh man. That is terrible. Pretty much the same day the news covered the flooding in Hawaii STC pledged to step in and help. I really respected the way they stepped up. Wow! you donation will really help a lot of kids. Are you interested in their website?
	Persuadee: No, not really, to be honest!  I'm glad to do a donation, but I'm involved in a lot of things in my own community.
Persuader: That is great that you help out in your community. What is your favorite thing to help with?
	Persuadee: Children's mental health, specifically assisting parents in having the information they need to assist their kids in getting and staying well.  I've been doing it for about five years.  
Persuader: That is so important. I used to work with kids with special needs. I loved it. Is it your job or volunteer work?
	Persuadee: My job is managing a program for employment for people with barriers to employment.  The children's mental health work is volunteer.  What kind of special needs?
Persuader: I worked with mostly kids that had physical disabilities. They were very young, 3-5 years old. Are the kids young, or older?
	Persuadee: Work is mostly young adults or older-  the volunteer work I do ranges from toddler to young adults.",False,1.0
909,"Persuader: How are you doing today?
	Persuadee: I'm well, thank you! How are you doing?
Persuader: Good, do you have any holiday plans?
	Persuadee: Only to relax! My significant other has to work today. What about you?
Persuader: Going to a bbq later
	Persuadee: That sounds fun! Do you have a favorite BBQ food? I live for pasta salad.
Persuader: I like steak.  I really like everything :)
	Persuadee: I have a really great recipe for ribs on the grill. Man, now I'm getting hungry! 
Persuader: speaking of my overindulgence, have you heard of a chrarity call Save the Children? They help children across the globe and locally too.
	Persuadee: I have heard of them. Notably from the various people canvassing the streets to get donations. Do you work for this organization?
Persuader: I am just trying to get donations for them.  It is such a good cause.
	Persuadee: What exactly does the charity do for the children?
Persuader: Millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. This charity helps save them with food, education, and clothes
	Persuadee: What kind of clothes do they provide? Is it brand new, or do they use donations?
Persuader: Not realy sure here is their website for more info:  URL 
	Persuadee: How long have you been helping them get donations?
Persuader: Only a week or two.  Would you like to make a small donation?
	Persuadee: I can help out with a small amount. 
Persuader: Anything helps.  How much can I put you down for?
	Persuadee: Is a dollar too small?
Persuader: That's great.  Have a great day.
	Persuadee: You too! Thanks!",False,0.0
910,"Persuader: Hey good day.
	Persuadee: hello, how are you
Persuader: I am good. How about you?
	Persuadee: I am doing alright, thank you
Persuader: I am currently in florida.
	Persuadee: very nice, what are you supposed to talk to me about?
Persuader: I am doing this service as a volunteer. Giving back some of my time to worthy cause.
	Persuadee: that is very noble, what is the cause?
Persuader: Giving help to children in need. Are able to do so today??
	Persuadee: I may be...i'm broke tho
Persuader: Your time is much more valuable.
	Persuadee: how can I give my time to the charity?
Persuader: The task your doing is time and is equated to money. Thus give some of your time and they get part or all of your reward
	Persuadee: But if i dont give money, how do I help the children with my time?
Persuader: there is a reward for this task. I giving them my reward. Can you do the same??
	Persuadee: how much do you give?
Persuader: at least half maybe the entire, it is not much but with additional help it will make a difference.
	Persuadee: i dont know, i doubt it would do anything
Persuader: I bet it would. Think about it.
	Persuadee: how would a couple cents help?
Persuader: your cent and my cent with other cents will add up.",False,0.0
911,"Persuader: hai
	Persuadee: hello
Persuader: Are u interested to do pay donation for children charity.
	Persuadee: Yes I am, I love children since I am a parent myself. 
Persuader: Iam also loving childrens so iam ready to pay $10 dollars to the charity
	Persuadee: I will match it however there are 2 charities I am interested in. Are we allowed to use their names here? I am not sure. 
Persuader: Iam sure with St Jude charity
	Persuadee: I like Make a Wish foundation. 
Persuader: oh sir..is that charity is believable?? I dont know about that
	Persuadee: Of course it is just as believable as any other charities like United way etc. 
Persuader: ok i will also go to the same.
	Persuadee: I like it since it mainly focuses on the children's health and helps families fight their kids' illness. 
Persuader: how much you would donate for this charity since last month.
	Persuadee: I donate to them once a year through my work when they come around for fundraising. This year I paid $50.00
Persuader: ohh super sir.this is a great job.
	Persuadee: I try to do my part. Well I am ready to be finished now. This is supposed to be a 20 minutes task, it's been 24.  It was nice talking to you. How do we finish this task and submit? 
Persuader: ok sir thank you for your conncern and time for me.i will done with this chat.
	Persuadee: Take care. 
Persuader: i want to conclude this chat.so please u will done with this chat.
	Persuadee: Yes but I am not sure how to submit this hit and get credit for it? I don't see a submit button, do you?",False,0.5
912,"Persuader: Hi there, how are you?
	Persuadee: im good how about you?
Persuader: Have you ever heard of the causes, Save the Children?
	Persuadee: yes i have, i have donated quite a few times
Persuader: Just to remind you of the causes, Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
	Persuadee: would you be interested in donating money
Persuader: Of course I will be, but I think the situation here is that your role is the donator and mine is persuader?
	Persuadee: well could you tell me some of the benefits of donating
Persuader: Sure. As a matter of fact, the world has made great progress for children. More children are alive and thriving today than ever before. But here's the problem. Millions of children in the U.S. and around the world still aren't getting what they deserve. We're talking about children in need. Dying, when the world knows how to save them. Vulnerable children in poverty. Denied an education. Forced to flee violence. Orphaned, abused, abandoned. Children with no reason to smile. No hope for the future.  The world's children deserve better.
	Persuadee: is there any cons to donating
Persuader: For donor, there is no direct cons to donating. However, through the power of Sponsorship, you help ensure a child in need has the best chance for success _ with a healthy start, the opportunity to learn and protection from harm. Our innovative Sponsorship programs address the unique needs of children where they live.
	Persuadee: is there a minimum amount that i must donate 
Persuader: No, there isn't. It all depends on your generosity and financial ability. So would you like to donate?
	Persuadee: yes as a matter of fact i wish i could donate my whole life savings but that is not the case but i can donate  $0.25
Persuader: That is indeed very kind of you for making this donating decision. The cause and organization deeply thank you for your donation.
	Persuadee: you are so very welcome and i hope this will help at least a little bit
Persuader: Once again I would like to thank you for your donation and I assure you your donation will be used to help out those needy children.
	Persuadee: well i am thankful that we started talking otherwise i may have not been able to donate
Persuader: Alright then, you have a nice day ahead.
	Persuadee: i hope have a very great day!",False,0.25
